cityName,provinceName,weatherDate,weatherStatus,weatherTemperature,weatherWind
北京,北京,2011-10-22,晴/阵雨,20℃/13℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-10-23,阵雨/多云,16℃/5℃,北风4-5级/北风4-5级
北京,北京,2011-10-24,晴/晴,15℃/2℃,北风3-4级/无持续风向≤3级
北京,北京,2011-10-25,晴/多云,16℃/4℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-10-26,小雨/阴,13℃/5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-10-27,晴/晴,16℃/5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-10-28,晴/多云,16℃/6℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-10-29,晴/雾,18℃/6℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-10-30,多云/雾,17℃/7℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-10-31,多云/小雨,15℃/10℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-01,小雨/阴,15℃/8℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-02,晴/阴,16℃/9℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-03,阴/小雨,14℃/9℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-04,小雨/多云,14℃/9℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-05,多云/阴,16℃/9℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-06,多云/多云,15℃/7℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-07,多云/阴,13℃/8℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-08,阴/晴,13℃/3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-09,晴/晴,14℃/3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-10,晴/晴,16℃/3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-11,多云/阴,14℃/7℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-12,晴/晴,15℃/2℃,北风3-4级/北风3-4级
北京,北京,2011-11-13,晴/晴,12℃/0℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-14,晴/晴,13℃/1℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-15,晴/雾,12℃/3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-16,阴/小雨,10℃/6℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-17,小雨/多云,8℃/3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-18,多云/阴,12℃/3℃,无持续风向≤3级/北风3-4级
北京,北京,2011-11-19,晴/晴,9℃/-3℃,北风3-4级/无持续风向≤3级
北京,北京,2011-11-20,晴/晴,9℃/-3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-21,晴/阴,9℃/1℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-22,阴/晴,10℃/-2℃,北风4-5级/北风4-5级
北京,北京,2011-11-23,晴/晴,7℃/-5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-24,晴/多云,8℃/-3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-25,晴/多云,6℃/0℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-26,多云/多云,9℃/-1℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-27,晴/多云,7℃/0℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-28,阴/阴,5℃/0℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-29,阴/阴,4℃/-3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-11-30,晴/晴,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-01,晴/阴,4℃/-2℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-02,阴/阴,4℃/-4℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-03,雾/晴,4℃/-5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-04,晴/雾,5℃/-3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-05,小雪/小雪,2℃/-2℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-06,雨夹雪/小雪,1℃/-1℃,无持续风向≤3级/北风3-4级
北京,北京,2011-12-07,阴/晴,4℃/-6℃,北风3-4级/北风3-4级
北京,北京,2011-12-08,晴/晴,0℃/-8℃,北风3-4级/无持续风向≤3级
北京,北京,2011-12-09,晴/晴,1℃/-5℃,无持续风向≤3级/北风3-4级
北京,北京,2011-12-10,晴/晴,5℃/-5℃,北风3-4级/无持续风向≤3级
北京,北京,2011-12-11,晴/晴,7℃/-4℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-12,晴/多云,7℃/-3℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-13,多云/晴,5℃/-4℃,无持续风向≤3级/北风3-4级
北京,北京,2011-12-14,晴/晴,2℃/-6℃,北风4-5级/北风3-4级
北京,北京,2011-12-15,晴/晴,0℃/-8℃,北风4-5级/北风4-5级
北京,北京,2011-12-16,晴/晴,1℃/-8℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-17,晴/晴,3℃/-9℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-18,晴/多云,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-19,多云/多云,2℃/-5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-20,晴/多云,2℃/-4℃,无持续风向≤3级/北风3-4级
北京,北京,2011-12-21,晴/晴,2℃/-6℃,北风4-5级/北风3-4级
北京,北京,2011-12-22,晴/晴,2℃/-7℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-23,晴/晴,3℃/-5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-24,晴/晴,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-25,晴/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-26,晴/多云,2℃/-5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-27,多云/多云,3℃/-5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-28,晴/晴,5℃/-7℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-29,小雪/小雪,-2℃/-5℃,无持续风向微风/无持续风向微风
北京,北京,2011-12-30,阴/阴,1℃/-5℃,无持续风向≤3级/无持续风向≤3级
北京,北京,2011-12-31,多云/晴,4℃/-7℃,无持续风向≤3级/无持续风向≤3级
